rating,no_of_votes,gross,budget,genres_encoded,countries_encoded,gross_log
7.1,41000,38755968.0,20000000.0,76124999.9774957,172233482.98345906,17.472795340610563
7.4,108000,82150642.0,30000000.0,95199221.36553298,154980667.96566007,18.224065229562385
8.1,630000,180563636.0,40000000.0,111166802.45512077,164224453.71494043,19.01159383315948
8.4,446000,52111254.0,18000000.0,120078993.7038289,129543184.76284234,17.768891510264552
8.1,531000,96992516.0,38000000.0,103382793.59757473,161507396.56425142,18.390144389161982
7.2,190000,24121245.0,25000000.0,95235047.28014751,155705435.73284134,16.998603586863805
6.9,212000,42972994.0,30000000.0,99310372.58829853,145618650.56647488,17.57608245311281
7.4,56000,127264015.0,70000000.0,89307174.98463485,155705435.73284134,18.661774352712452
7.4,15000,20571534.0,13000000.0,80771440.56341605,166102437.70525783,16.83941888208269
5.6,180000,167298192.0,155000000.0,149248094.85651097,132437169.41027656,18.935288364942355
7.9,533000,55198285.0,5000000.0,97580200.36354606,155705435.73284134,17.826442460040603
7.4,230000,150847274.0,30000000.0,89304565.96880536,169170122.22278813,18.831778459103894
6.7,71000,14880939.0,20000000.0,125660827.83143777,162476541.81037694,16.51559175741696
8.0,587000,307127625.0,55000000.0,88581123.77201499,155705435.73284134,19.542773939033616
7.0,24000,8883644.0,12000000.0,80182701.36161041,157471398.12886688,15.99972250372034
7.5,124000,112777.0,55000000.0,123326256.17299555,155705435.73284134,11.633176563563215
7.1,15000,630943.0,25000000.0,109555010.95708515,165543394.99963593,13.354972389565994
7.2,556,11625735.0,25000000.0,108223844.45401607,106283185.88640843,16.268731819261543
7.2,167000,193764664.0,50000000.0,95637071.27391836,149288714.40976948,19.082154913655945
7.6,137000,243711.0,40000000.0,111838023.47771192,135887003.0191688,12.403742479270928
8.1,761000,187734091.0,20000000.0,118777058.82819636,161507396.56425142,19.050537115325014
7.1,14000,148504.0,25000000.0,83289510.16494703,159143831.46343982,11.908373906691738
7.3,39000,1700000.0,25000000.0,97396255.20130587,164224453.71494043,14.346139397261565
7.1,85000,693.0,25000000.0,84434647.7268761,158251123.80033165,6.542471960506805
7.8,469000,269755430.0,100000000.0,93090867.02108282,158251123.80033165,19.413026295356747
6.8,197000,99975678.0,53000000.0,96285481.5219453,154980667.96566007,18.420437504372018
7.7,140000,29857918.0,3000000.0,102246435.55364138,134634416.57495907,17.211960655751213
7.8,61000,34700291.0,14400000.0,81345889.13528796,160796811.867822,17.362258659867273
7.3,278000,275293450.0,65000000.0,90523911.23087612,159026977.88296896,19.433348181235623
6.9,23000,23559734.0,25000000.0,113171984.24376589,161480391.2849431,16.975049668806644
7.9,619000,910813521.0,52000000.0,99462304.373352,161507396.56425142,20.62984873833263
7.2,39000,1306875.0,2000000.0,97518430.27248432,155705435.73284134,14.083150114348864
7.8,149000,26979166.0,18000000.0,94145319.67061816,164224453.71494043,17.110575533545234
7.3,98000,56298474.0,12000000.0,95938142.68015683,157471398.12886688,17.846178005709312
6.2,34000,180916602.0,25000000.0,90276814.62010457,162476541.81037694,19.01354672614294
6.9,42000,704808.0,25000000.0,83330264.86841446,139374764.46057698,13.4656821231026
7.5,328000,469064959.0,84000000.0,134755406.56835172,180612530.44881523,19.96625182428197
7.8,35000,20139.0,4000000.0,91697630.75767684,154980667.96566007,9.910463166272553
7.0,54000,47121479.0,18000000.0,123723187.11890817,164224453.71494043,17.66823950598243
6.2,44000,1585583.0,10000000.0,80771440.56341605,157471398.12886688,14.276463351689591
7.5,61000,64445708.0,28000000.0,80295946.50387712,162269879.6369369,17.981333706389798
7.3,209000,105713218.0,59000000.0,96640905.38067086,185983851.44668487,18.476240504515726
7.0,27000,55501365.0,40000000.0,96647031.36825007,157471398.12886688,17.83191819102639
7.3,179000,76669554.0,30000000.0,83028792.52054982,133590563.05921447,18.15501525142276
7.2,97000,49158709.0,11000000.0,107063109.8243732,167998699.79254806,17.710564601471596
6.5,46000,33112676.0,20000000.0,110377854.57984567,140335710.83764175,17.31542675796154
7.3,145000,49327405.0,7000000.0,92964644.66789906,171267448.4737551,17.713990387193203
8.3,327000,45764288.0,15000000.0,195535480.95126793,166111576.75374424,17.639014628790463
8.0,849000,233555708.0,14000000.0,102617726.35816264,155705435.73284134,19.268931189058076
7.0,152000,19206513.0,24000000.0,90064631.76375723,162476541.81037694,16.770760050292008
6.3,170000,221394838.0,200000000.0,183858316.72485286,162759199.58805758,19.215458267217336
7.9,36000,4496583.0,35000000.0,117699544.79208742,159143831.46343982,15.318828555358701
7.5,91000,35000000.0,2300000.0,98994209.0847217,161507396.56425142,17.370858648025116
6.9,33000,35764351.0,20000000.0,103938439.24662685,162476541.81037694,17.39246220108843
8.8,144000,138288.0,25000000.0,90425949.28192371,160339569.27710998,11.837100977251707
7.3,163000,126931.0,23000000.0,96433963.71209115,152811890.49635673,11.751406788974387
6.3,26000,51026615.0,30000000.0,88895971.43143535,141820312.4127867,17.747857936908307
6.9,55000,20703794.0,30000000.0,106799073.93018031,157471398.12886688,16.84582757476543
7.5,14000,3340714.0,25000000.0,120700975.07917748,223414767.284722,15.02169541389906
7.7,124000,1475.0,2500000.0,125872781.13034694,164224453.71494043,7.297091005160418
8.5,91000,35085277.0,25000000.0,92989761.19180025,104964260.75723696,17.373292170251215
8.0,243000,52768419.0,22000000.0,114259792.86088224,157027975.5711912,17.7814234636791
7.2,190000,161459297.0,65000000.0,94141022.86216566,193320874.52318734,18.899763644095604
6.5,1800,1350.0,25000000.0,75364532.7682869,162476541.81037694,7.208600337960199
6.4,18000,21999291.0,25000000.0,107033431.51290558,125001171.02048825,16.90652082898656
7.6,142000,47402499.0,6000000.0,128110407.67491099,162476541.81037694,17.674185527890497
7.8,450000,968853.0,159000000.0,114851994.31027453,162476541.81037694,13.783869208726285
6.2,12000,32576907.0,18000000.0,106964041.37055145,193584818.88304663,17.29911425178482
7.7,692000,476684675.0,18000000.0,202882367.23999885,164224453.71494043,19.982365773654585
8.6,772000,230099013.0,25000000.0,130338777.99291262,96457660.3832135,19.254020269902977
8.1,910,164182.0,25000000.0,133741614.71331066,160339569.27710998,12.008736938362919
6.6,232000,22605153.0,25000000.0,162271588.27060652,157471398.12886688,16.933688491339705
6.7,142000,451900435.0,100000000.0,196939099.3397066,127864422.52621202,19.92897243919627
7.2,635000,791863.0,75000000.0,166365103.82096252,166102437.70525783,13.582144938879765
7.0,11000,455708.0,25000000.0,177122205.53833696,164224453.71494043,13.029609726892367
6.7,7700,49067626.0,14000000.0,196654752.41717592,162476541.81037694,17.708710047410282
8.0,712000,509183536.0,30000000.0,129197944.73634233,161364735.84000528,20.048319093017245
7.7,276000,50250625.0,25000000.0,120953327.78648967,132023130.29051584,17.732533562537306
7.5,33000,56475835.0,25000000.0,93924528.06885731,155854638.01240873,17.84932342321896
8.0,175000,86276706.0,2800000.0,162786430.98222926,155705435.73284134,18.27307021232201
7.1,472000,13280000.0,40000000.0,124869234.09765652,157471398.12886688,16.401769777313763
7.6,321000,71443648.0,21000000.0,144142926.71972483,157471398.12886688,18.084419571055637
6.8,175000,97644617.0,20000000.0,125208967.24205494,182599177.445171,18.39684509856069
7.8,454000,51525171.0,1000000.0,113228305.41178504,155705435.73284134,17.757581022920572
6.8,276000,281996360.0,25000000.0,138389891.83775535,121276796.40841593,19.45740472456381
5.6,18000,170986.0,25000000.0,106402687.42073508,155705435.73284134,12.04934280920306
6.0,30000,27645491.0,25000000.0,156845798.76187557,184981579.15646195,17.1349732346658
6.9,27000,1401646.0,25000000.0,118310789.56808507,162476541.81037694,14.153158531707065
6.1,73000,75055070.0,30000000.0,129152606.02387233,134428625.95343828,18.13373268204892
7.1,150000,96119408.0,55000000.0,112995451.75720376,134634416.57495907,18.381101820249345
8.1,585000,235860116.0,16400000.0,131327655.7397167,164224453.71494043,19.278749462682956
7.7,585000,60802019.0,7500000.0,132262098.83899899,157471398.12886688,17.92313357006871
7.9,196000,45735872.0,16000000.0,154292231.38028562,162476541.81037694,17.63839351511607
7.4,588000,145086643.0,50000000.0,138389891.83775535,162476541.81037694,18.792841666753613
6.9,103000,9304609.0,4000000.0,116626899.76603164,164224453.71494043,16.046020534230088
8.2,1300000,264118712.0,60000000.0,140872009.9105251,162476541.81037694,19.391909230493674
6.1,140000,220332985.0,25000000.0,132067134.69351344,170535673.89437592,19.210650532747213
8.1,886000,48261691.0,15000000.0,135061634.02435938,158251123.80033165,17.692148677637743
7.3,256000,177243185.0,20000000.0,135422822.69658926,159143831.46343982,18.993033279760272
7.3,1000,1227801.0,25000000.0,109393805.92000656,162476541.81037694,14.020736136903999
7.9,811000,312897920.0,40000000.0,124869234.09765652,157471398.12886688,19.561387564321734
5.6,114000,57719093.0,70000000.0,162952181.6620011,162476541.81037694,17.871098595281058
6.6,72000,50054511.0,50000000.0,119052397.45538557,157471398.12886688,17.7286232095124
7.1,93000,2294291.0,25000000.0,118810372.6531861,105651663.70679362,14.64593485714985
6.5,264000,141778365.0,18000000.0,142883727.21903417,155705435.73284134,18.769775593427006
7.1,39000,2316004.0,1100000.0,134151018.40472245,164224453.71494043,14.655354276567339
7.2,312000,396271103.0,6000000.0,130642904.53301519,155705435.73284134,19.79760914104353
7.6,897000,392105159.0,90000000.0,136629932.3918756,165609401.4899317,19.787040627084156
7.3,414000,53683812.0,30000000.0,119657948.34517363,155705435.73284134,17.798622080146774
7.0,448000,235483004.0,11000000.0,178283705.95227826,164224453.71494043,19.277149303211587
5.4,96000,15325468.0,25000000.0,182132895.07646435,150181219.226935,16.545026642907175
7.1,73000,23500651.0,25000000.0,156427534.79454646,117176583.52041844,16.972538723410363
7.2,107000,185260553.0,31000000.0,133810956.24394318,157471398.12886688,19.037273792177565
6.5,57000,16398509.0,15000000.0,117993343.17885911,130643379.14183332,16.612701035008445
7.1,191000,65267446.0,110000000.0,123262621.86610854,164224453.71494043,17.994003955398732
6.9,37000,5726780.0,25000000.0,140095978.40855485,178779242.0085331,15.560664150728643
7.0,184000,33460753.0,36000000.0,246534320.4905978,155705435.73284134,17.325883787638453
5.8,176000,113100873.0,37000000.0,157134681.34674305,159143831.46343982,18.543790668731116
7.5,189000,113360085.0,50000000.0,127126757.08919317,124509768.286832,18.546079911991438
6.7,17000,103679000.0,25000000.0,129451319.82609892,136954208.90780693,18.456810155105153
7.2,249000,306777366.0,45000000.0,117206899.7573249,133473737.41902575,19.541632853549707
5.8,124000,113916474.0,45000000.0,120263960.44946885,164224453.71494043,18.550976062382347
7.7,880000,469328922.0,35000000.0,202558803.69987777,137823010.56354362,19.966814408952953
5.4,83000,15961113.0,25000000.0,151908625.32353398,107445012.3946839,16.585665947048813
7.1,40000,840099.0,100000.0,141809400.85815108,164224453.71494043,13.641276211352938
8.3,815000,175183052.0,10000000.0,142885982.74221298,103983587.45655963,18.981342002335914
6.8,112000,5348633.0,25000000.0,117489463.27706237,155705435.73284134,15.492351759167871
6.7,250000,30381722.0,25000000.0,143062186.16061747,164224453.71494043,17.229351768467712
7.1,458000,130192622.0,17000000.0,148788065.47060394,182599177.445171,18.684525627147387
8.0,176000,1905058.0,10000000.0,119522554.86992,156610384.36075938,14.460023537191951
6.5,129000,53857743.0,25000000.0,184453307.6439943,164224453.71494043,17.801856758098392
8.1,578000,162729321.0,15000000.0,114778452.49549536,161507396.56425142,18.907598777217498
5.8,8800,156318.0,6000000.0,113671697.6102568,162476541.81037694,11.959654070122063
7.8,334000,117625455.0,35000000.0,164090284.2212676,131943388.9423194,18.58301603258919
7.9,463000,93694707.0,14000000.0,145094220.03463787,162924467.50020424,18.355552267492037
7.5,401000,74852535.0,15000000.0,230397291.29559636,159143831.46343982,18.131030549351486
7.6,207000,8259076.0,6900000.0,148495351.48806503,162476541.81037694,15.926823395912004
7.3,200000,26195743.0,25000000.0,129760201.16337238,115965983.16644093,17.08110751278798
7.8,409000,87100748.0,12000000.0,197309538.32401365,162759199.58805758,18.282576041096895
7.0,250000,87135520.0,24000000.0,198253651.1510211,159143831.46343982,18.28297517728664
6.3,190000,87256407.0,45000000.0,153564646.06379834,164224453.71494043,18.284361560475997
7.6,659000,170812574.0,20000000.0,171845881.95071438,164224453.71494043,18.956077460730402
6.3,761,1675425.0,25000000.0,117790838.7058727,158251123.80033165,14.331578019263539
7.7,272000,83455547.0,3500000.0,141832258.56962264,155705435.73284134,18.239824688786133
7.6,297000,10829894.0,10000000.0,165025462.35889453,159143831.46343982,16.197820923639316
7.0,176000,183097323.0,20000000.0,163766129.62051895,164224453.71494043,19.02552839457344
5.3,14000,14615099.0,30000000.0,125130090.70323367,133473737.41902575,16.4975657987894
7.2,446000,79628200.0,35000000.0,105958096.93600346,155705435.73284134,18.19287887199048
7.7,230000,8667049.0,6000000.0,114648226.10170257,155705435.73284134,15.975039037108726
7.8,511000,232617430.0,90000000.0,119675315.04460359,111980148.81264603,19.264905735051826
7.7,455000,98410061.0,6500000.0,112672499.37246016,133473737.41902575,18.404653612892243
8.1,237000,1210156.0,2800000.0,107914201.48856905,91705229.03407317,14.006260661221969
6.6,177000,126942386.0,25000000.0,108642907.50748202,166102437.70525783,18.65924389582525
7.3,154000,6490733.0,25000000.0,115278464.15996169,99942538.06224486,15.6858861793577
8.2,638000,126216940.0,35000000.0,116338057.4479328,157471398.12886688,18.653512738364793
8.3,1100000,2932006.0,1200000.0,104750919.10614827,155705435.73284134,14.89119772943467
4.9,110000,5567103.0,2500000.0,109550189.28469355,133170184.36665873,15.532385548507225
8.5,1200000,23341568.0,6000000.0,122129822.70069452,131468272.20845854,16.96574640621366
7.6,12000,6301950.0,25000000.0,116285390.92343225,101867625.50786106,15.656369825959704
8.2,1100000,171632777.0,25000000.0,103728431.2050103,157471398.12886688,18.9608677407633
6.6,65000,36159144.0,40000000.0,112296813.92346,162476541.81037694,17.4034404482972
6.4,29000,1308242.0,25000000.0,110696111.16125278,127864422.52621202,14.084195573560862
9.0,1400000,47964222.0,13000000.0,145793961.52095908,162476541.81037694,17.685965936790975
8.6,1900000,328963548.0,33000000.0,109615763.58551006,164224453.71494043,19.611457509278544
8.0,805000,158733820.0,40000000.0,111634938.7112716,155705435.73284134,18.88273927558276
7.6,279000,55078146.0,7000000.0,134669981.93122587,166111576.75374424,17.824263589283515
7.0,174000,39629195.0,60000000.0,105850042.96192908,164625120.8758013,17.495076677299956
6.8,435000,207517995.0,38000000.0,159486348.98470473,131468272.20845854,19.15072862158524
8.6,1600000,272742922.0,19000000.0,102527256.20136577,162476541.81037694,19.424040235503067
7.5,428000,154026136.0,37000000.0,106222319.72595878,166111576.75374424,18.85263286675618
7.6,277000,158772599.0,200000000.0,118100149.2574552,159143831.46343982,18.882983547809264
7.8,687000,161217616.0,44000000.0,110394145.84701927,159143831.46343982,18.898265668665953
8.6,832000,30681033.0,25000000.0,123266143.64824876,106525962.44387737,17.239155236633344
6.8,90000,35271631.0,10000000.0,213019979.6531519,165891536.699965,17.378589572760674
7.3,212000,83531958.0,24000000.0,146031471.72039577,189872310.80610937,18.24073985910882
8.3,1600000,1078958629.0,55000000.0,114906059.25584911,171068638.9654068,20.799262181430837
7.0,90000,24800000.0,30000000.0,115723433.96621625,157471398.12886688,17.02635425145779
8.2,862000,122127446.0,46000000.0,110877523.93919231,155705435.73284134,18.620575704973977
7.7,630000,84786496.0,65000000.0,130082775.51227494,159143831.46343982,18.255646854592566
7.8,119000,34603943.0,15000000.0,116191764.88342673,159143831.46343982,17.35947822197107
8.2,587000,116112375.0,52000000.0,122955808.93160081,134428625.95343828,18.570069038747533
9.2,2100000,250342198.0,6000000.0,135550935.8645891,159143831.46343982,19.338339335879258
7.8,493000,104876233.0,45000000.0,117366129.94401053,157471398.12886688,18.468291489070978
7.2,353000,25839496.0,19000000.0,123041962.14060989,143788620.70312017,17.06741477074494
5.8,128000,83677281.0,30000000.0,110685640.67562874,182599177.445171,18.24247807687383
8.6,1500000,286801374.0,60000000.0,166345602.66518462,159143831.46343982,19.474300460959977
8.0,29000,987421.0,25000000.0,103280446.10943931,148512556.14274648,13.802852785295977
6.8,37000,2270354.0,25000000.0,101225037.59611997,163339897.0228178,14.635446764895507
8.5,1200000,23875714.0,20000000.0,121590338.93010323,157471398.12886688,16.988372391526624
7.6,770000,34266679.0,7000000.0,98103499.81500487,162476541.81037694,17.349684011422212
7.0,103000,25839182.0,10000000.0,127657609.8166788,129543184.76284234,17.06740261873177
7.9,477000,45211126.0,15000000.0,118857486.5345943,166111576.75374424,17.626853787073337
4.6,50000,113309743.0,40000000.0,121063948.94197226,162476541.81037694,18.54563572406552
8.5,1500000,291481358.0,90000000.0,126851956.47592439,161364735.84000528,19.490486613168002
6.6,59000,836057.0,25000000.0,103555512.18104155,157471398.12886688,13.636453267650728
4.6,11000,229811.0,15000000.0,118763393.0106481,159143831.46343982,12.34501686235456
7.5,244000,165615285.0,44000000.0,98248103.30884479,155705435.73284134,18.925178102418712
7.6,171000,36051506.0,25000000.0,116444469.16917333,98257446.92355716,17.400459223872826
8.9,2300000,213928762.0,8000000.0,96739206.11698304,155705435.73284134,19.18115363439065
8.3,392000,5476126.0,30000000.0,128050207.9271232,127800745.92332667,15.515908657232574
8.2,970000,28580862.0,1300000.0,102299116.40713756,155705435.73284134,17.168247925951324
7.9,251000,13093107.0,13000000.0,108919571.11169986,134428625.95343828,16.387596542858372
6.2,167000,201957688.0,15000000.0,181489631.51512712,157471398.12886688,19.123568773029547
8.3,956000,66443303.0,50000000.0,138543038.271465,157471398.12886688,18.01185957055179
9.0,916000,2945.0,350000.0,107421504.96376775,157471398.12886688,7.988203597022576
7.1,111000,80154140.0,60000000.0,106658430.94340466,155705435.73284134,18.199462101312164
6.3,67000,22057160.0,1000000.0,100466804.66540344,186385549.44202986,16.909147869038158
8.2,907000,27034174.0,2200000.0,204152156.30020392,166111576.75374424,17.11261236433484
7.5,3000,33597.0,25000000.0,59966352.54868494,184338772.25301668,10.42222182037016
8.3,29000,11830611.0,700000.0,81790283.61798033,162476541.81037694,16.28620096749897
8.1,28000,15343649.0,25000000.0,77433353.6256382,159143831.46343982,16.54621226562622
7.5,22000,790519.0,25000000.0,89896369.53297356,243228871.98453546,13.580446235754371
8.5,25000,34703.0,25000000.0,75116749.25408448,143375755.1486075,10.454610233066656
7.4,52000,3001877.0,25000000.0,93413991.28065261,162759199.58805758,14.914748650776117
8.4,24000,5412466.0,25000000.0,57344764.9576751,103169861.75698942,15.504215554276605
7.5,33000,706750.0,25000000.0,118772648.20588359,157471398.12886688,13.468433690482321
8.2,751,637370.0,25000000.0,62294246.21344457,170063458.48660377,13.365107182597423
7.0,898,741102.0,25000000.0,62294246.21344457,159143831.46343982,13.515894895967959
7.5,16000,38384.0,25000000.0,99435478.00891477,162476541.81037694,10.555422037261998
7.8,64000,4064756.0,25000000.0,48069042.65572009,155705435.73284134,15.21786452057945
8.4,52000,1187434.0,25000000.0,80477233.3100806,162720828.97709903,13.987306076550713
8.5,42000,1346497.0,2000000.0,97179246.46876596,159143831.46343982,14.113017705900344
7.9,70000,5409178.0,25000000.0,103552969.64394692,133158552.8874601,15.503607883299162
8.2,42000,726324.0,1000000.0,73828154.09985,153308873.69352475,13.495752852040008
7.0,81000,84645164.0,11500000.0,159212098.71099433,164224453.71494043,18.253978547369325
7.1,1100,25213.0,25000000.0,30823204.600123014,151972766.98663235,10.135154674791215
8.0,22000,3041083.0,25000000.0,95759406.59464183,157471398.12886688,14.927724588770609
8.2,81000,7871522.0,2000000.0,70803073.58891712,162476541.81037694,15.87876212136611
7.5,2100,7643.0,25000000.0,76186480.23086904,162476541.81037694,8.941676305360163
7.4,3900,1210737.0,25000000.0,26131404.341538005,126239558.56741317,14.0067406490043
6.6,104000,79493831.0,5000000.0,143136945.71458876,164224453.71494043,18.191189991709035
8.0,39000,13905522.0,25000000.0,144939000.46653014,166111576.75374424,16.447796657312526
8.1,24000,1318849.0,25000000.0,29312582.45935998,159143831.46343982,14.092270702715497
7.8,20000,1166245.0,25000000.0,101626804.93993749,164224453.71494043,13.969300601341454
6.8,2400,569675.0,25000000.0,30823204.600123014,144438419.40548104,13.252823057145608
8.3,29000,3959.0,25000000.0,29312582.45935998,132735520.65528712,8.283999304248526
8.4,39000,4426444.0,4000000.0,78431135.98475896,146033907.23454148,15.303107336789438
6.4,2200,112282.0,25000000.0,22918530.90525383,157471398.12886688,11.628777749035867
8.2,12000,1303564.0,25000000.0,137997086.3410827,223414767.284722,14.080613376858507
7.9,2200,11576292.0,25000000.0,87545720.19664708,154980667.96566007,16.26446985796139
5.7,149,1245150.0,25000000.0,187621517.12643248,99942538.06224486,14.03476736566706
8.3,8100,1844734.0,25000000.0,30823204.600123014,185347752.7128469,14.427846193704468
7.9,4900,395777.0,25000000.0,29312582.45935998,64816466.16185224,12.88860872697768
6.8,53000,80563999.0,10000000.0,171408116.85688338,159143831.46343982,18.20456245757491
7.5,1500,225576.0,25000000.0,26202378.818328638,158251123.80033165,12.32641684305414
7.7,31000,107186.0,25000000.0,77525639.96964528,164224453.71494043,11.582330251608484
7.8,6400,156818.0,25000000.0,64821593.31376529,127646088.37400657,11.96284755302692
5.1,1600,50239.0,25000000.0,69800601.19959278,161507396.56425142,10.82456680114208
8.1,74000,2303417.0,1500000.0,80801941.43466438,164224453.71494043,14.649904664721445
8.1,81000,29390279.0,25000000.0,141847756.88478097,162476541.81037694,17.196174565399733
8.0,62000,11179372.0,1500000.0,166803417.20261738,112289112.25159565,16.229580941828754
7.0,3000,121581.0,25000000.0,26131404.341538005,182599177.445171,11.708344211241437
8.4,47,165003.0,25000000.0,29312582.45935998,159143831.46343982,12.013724995013117
7.9,16000,1445831.0,25000000.0,72960308.13226523,162476541.81037694,14.184195492378516
7.9,489,330188.0,25000000.0,145546536.26478633,127777755.14002506,12.70742049676972
7.7,7900,19862.0,25000000.0,29312582.45935998,159143831.46343982,9.896613983592955
7.2,115000,20645757.0,65000.0,89051971.37054741,155050910.70553553,16.843020432540158
7.6,43000,13448497.0,25000000.0,76099040.89124441,166111576.75374424,16.41437798491379
8.2,40000,21656913.0,25000000.0,82190254.30264883,201725606.29662418,16.890835314779075
8.7,22000,13111540.0,1200000.0,80544335.63888933,157471398.12886688,16.389003392691794
8.0,150000,58015923.0,4000000.0,85630174.87132397,145260599.45969465,17.876228082552405
7.9,27000,1209846.0,25000000.0,76095202.02893043,164224453.71494043,14.006004463296927
8.3,22000,1060556.0,25000000.0,138304745.42108122,154980667.96566007,13.874304799774455
8.0,24000,261656269.0,25000000.0,95411469.44690657,157471398.12886688,19.38254225380514
8.2,43000,1728124.0,25000000.0,97166533.21367972,162476541.81037694,14.362547563692837
7.1,158,112335.0,25000000.0,29312582.45935998,172410121.8538531,11.629249659257031
8.2,19000,3906006.0,500000.0,29312582.45935998,162759199.58805758,15.17802618253185
6.7,16000,12311598.0,25000000.0,100913031.63708611,157471398.12886688,16.32605238411989
7.5,134000,222446882.0,6000000.0,88037670.13068017,157471398.12886688,19.220198902980595
8.1,21000,363499.0,25000000.0,78118137.23670301,157471398.12886688,12.80353457595571
7.7,8000,29319.0,25000000.0,22918530.90525383,93465328.87870765,10.286025156000587
8.7,11000,20175.0,25000000.0,76490503.24653697,99942538.06224486,9.9122490582047
8.5,80000,10197661.0,25000000.0,92800484.11854973,141820312.4127867,16.137669036294295
7.9,20000,711676.0,3400000.0,122945765.18140826,123938148.16125268,13.475379435777663
8.2,74000,9380680.0,25000000.0,64517101.8717702,105774576.47006929,16.05416291962638
4.4,579,254852.0,25000000.0,57641936.1712729,155705435.73284134,12.448442187329274
7.8,57000,23706386.0,25000000.0,68984727.49814163,167998699.79254806,16.981255063469348
7.7,2500,407111.0,25000000.0,55420391.2466965,82641779.60310835,12.916843610843669
7.9,11000,934.0,25000000.0,76082984.21115781,155705435.73284134,6.840546529288687
6.3,9700,52476.0,25000000.0,89661161.94480231,164224453.71494043,10.868130257349865
7.7,11000,109649.0,25000000.0,26202378.818328638,155705435.73284134,11.605048753846035
6.4,80000,351441044.0,25000000.0,92871530.76996478,155705435.73284134,19.677552531107914
4.7,34000,14357804.0,120000000.0,275090290.8360452,164224453.71494043,16.47980425474761
6.3,18000,15898448.0,45000000.0,131991576.72263813,159143831.46343982,16.581732115262614
8.2,451000,159167799.0,14400000.0,99765243.0285706,155705435.73284134,18.88546954961045
7.9,1300000,2264812968.0,200000000.0,152479893.34395158,155705435.73284134,21.54075801807902
7.4,128000,107632619.0,20000000.0,112383958.37199928,166111576.75374424,18.494234319599595
7.4,54000,28607524.0,6000000.0,84162231.09904148,158251123.80033165,17.16918035307033
7.0,48000,57147775.0,25000000.0,116043468.3863699,131900420.96159655,17.86115103231227
6.1,16000,9299227.0,25000000.0,101383958.55124532,162476541.81037694,16.045441943925212
5.8,69000,1808595.0,25000000.0,127669029.12325746,103846791.06582093,14.408061411630648
7.6,80000,1532932.0,25000000.0,95547040.15165146,131963585.10974756,14.24269345174556
6.0,46000,63904279.0,25000000.0,107888695.035904,128086439.58160035,17.97289689676044
9.3,3000000,29332133.0,25000000.0,137632321.3508883,155705435.73284134,17.194194196574866
7.9,404000,20391793.0,15000000.0,127396339.44120267,131688916.3012388,16.830643122986277
7.5,12000,486764.0,25000000.0,80379357.01487403,78063023.42019692,13.09553673940061
8.3,1200000,356296601.0,15000000.0,112205276.03098692,159143831.46343982,19.691274093623488
8.5,1100000,50360880.0,3300000.0,88506536.13422345,164224453.71494043,17.73472526103029
7.7,129000,4886886.0,1600000.0,117406439.11231835,162476541.81037694,15.402066053414877
6.5,8200,5406023.0,1800000.0,103743980.97893414,157471398.12886688,15.50302444532033
6.7,8500,10372343.0,25000000.0,184426312.08429137,103846791.06582093,16.154653591307444
7.3,276000,77314862.0,17500000.0,136719554.18452573,124193042.45652193,18.163396771918293
8.8,2400000,101321009.0,63000000.0,103904723.03522642,133473737.41902575,18.43380435146496
7.8,347000,121803070.0,28000000.0,143518770.1337647,145618650.56647488,18.617916126386913
7.6,138000,10954677.0,2000000.0,131991576.72263813,159143831.46343982,16.209277137608478
7.7,17000,5273090.0,25000000.0,94043150.67849629,159143831.46343982,15.478127276091742
6.3,55000,3199952.0,25000000.0,94035783.32968038,128818334.12822454,14.978646680162093
8.5,1000000,262608117.0,11400000.0,110595083.29916663,76481452.40832633,19.38617343329269
5.6,915,6302834.0,25000000.0,120285796.66724998,159143831.46343982,15.656510090142126
8.6,1600000,482352390.0,70000000.0,128806600.59310691,159143831.46343982,19.994185506549996
6.1,70000,861057.0,3000000.0,109142995.16434304,74033565.81261264,13.665917144671825
7.5,65000,45234241.0,10000000.0,171899099.37314263,163339897.0228178,17.62736492436558
7.1,19000,7808723.0,25000000.0,102401010.53982274,131468272.20845854,15.870752128186167
7.0,16000,3016380.0,20000000.0,95547040.15165146,162476541.81037694,14.91956832639144
5.0,89000,341631208.0,46000000.0,236004544.92306048,157471398.12886688,19.649242376946724
6.3,59000,67308282.0,23000000.0,199444479.05817512,159143831.46343982,18.02479386282184
5.9,208000,226497209.0,95000000.0,327363435.10357654,163339897.0228178,19.238243184930703
7.3,46000,31181347.0,18000000.0,187591654.465316,164224453.71494043,17.25533065350096
6.6,74000,50754850.0,10000000.0,149964235.27652404,162476541.81037694,17.742517757524997
7.0,31000,37289659.0,25000000.0,197524185.2983461,177186961.9698631,17.434226634387503
7.5,661000,942862581.0,150000000.0,282090272.7057334,154980667.96566007,20.664431105694717
5.6,131000,147934180.0,35000000.0,307277314.9728568,155705435.73284134,18.812278009836827
6.9,411000,759853685.0,180000000.0,263835106.55469432,165916090.1367172,20.44863645428955
5.4,76000,38087756.0,40000000.0,223800439.64708456,155705435.73284134,17.45540344987395
8.0,50000,10407890.0,9000000.0,137960029.32909116,155705435.73284134,16.15807482640634
5.4,42000,136853506.0,65000000.0,165424104.92392445,155705435.73284134,18.734421619721072
